"","stno","east","north","t","y"
"16289",89,284531.496854354,232688.620920572,55,62.2320464227883
"16589",89,284531.496854354,232688.620920572,56,36.7991465283498
"16889",89,284531.496854354,232688.620920572,57,55.3458734910054
"17189",89,284531.496854354,232688.620920572,58,68.6998679047446
"17489",89,284531.496854354,232688.620920572,59,41.3576584093519
"17789",89,284531.496854354,232688.620920572,60,22.4335296746184
"18089",89,284531.496854354,232688.620920572,61,20.6657882350396
"18389",89,284531.496854354,232688.620920572,62,5.68251099425181
"18689",89,284531.496854354,232688.620920572,63,22.0977989374066
"18989",89,284531.496854354,232688.620920572,64,19.1631608041638
"19289",89,284531.496854354,232688.620920572,65,65.7352678431405
"19589",89,284531.496854354,232688.620920572,66,27.5672433250374
"19889",89,284531.496854354,232688.620920572,67,27.9624596579049
"20189",89,284531.496854354,232688.620920572,68,73.9881055187884
"20489",89,284531.496854354,232688.620920572,69,94.7767523078686
"20789",89,284531.496854354,232688.620920572,70,94.2417697001842
"21089",89,284531.496854354,232688.620920572,71,113.524014544669
"21389",89,284531.496854354,232688.620920572,72,97.0117797561321
"21689",89,284531.496854354,232688.620920572,73,78.3788233117776
"21989",89,284531.496854354,232688.620920572,74,59.6603616825424
"22289",89,284531.496854354,232688.620920572,75,58.895534694339
"22589",89,284531.496854354,232688.620920572,76,23.7063736526213
"22889",89,284531.496854354,232688.620920572,77,31.2415816864721
"23189",89,284531.496854354,232688.620920572,78,89.8017526367428
"23489",89,284531.496854354,232688.620920572,79,148.556118647389
"23789",89,284531.496854354,232688.620920572,80,84.7390500476197
"24089",89,284531.496854354,232688.620920572,81,46.5804426840271
"24389",89,284531.496854354,232688.620920572,82,69.8536574679897
"24689",89,284531.496854354,232688.620920572,83,23.628542151655
"24989",89,284531.496854354,232688.620920572,84,43.245075415803
"25289",89,284531.496854354,232688.620920572,85,94.6911463196738
"25589",89,284531.496854354,232688.620920572,86,117.143797145605
"25889",89,284531.496854354,232688.620920572,87,73.9899007317308
"26189",89,284531.496854354,232688.620920572,88,107.726907822185
"26489",89,284531.496854354,232688.620920572,89,65.2943164495456
"26789",89,284531.496854354,232688.620920572,90,83.3452011513097
"27089",89,284531.496854354,232688.620920572,91,32.1437939674739
"27389",89,284531.496854354,232688.620920572,92,107.014549947076
"27689",89,284531.496854354,232688.620920572,93,114.309016898381
"27989",89,284531.496854354,232688.620920572,94,168.978593508813
"28289",89,284531.496854354,232688.620920572,95,239.626158601635
"28589",89,284531.496854354,232688.620920572,96,141.486528521545
"28889",89,284531.496854354,232688.620920572,97,182.941048327616
"29189",89,284531.496854354,232688.620920572,98,193.064104517833
"29489",89,284531.496854354,232688.620920572,99,149.836574702461
"29789",89,284531.496854354,232688.620920572,100,143.428159961047
"30089",89,284531.496854354,232688.620920572,101,97.1574031873747
"30389",89,284531.496854354,232688.620920572,102,95.6566962473542
"30689",89,284531.496854354,232688.620920572,103,80.9433070393423
"30989",89,284531.496854354,232688.620920572,104,113.502261198179
"31289",89,284531.496854354,232688.620920572,105,86.0938573374672
"31589",89,284531.496854354,232688.620920572,106,70.2066338598701
"31889",89,284531.496854354,232688.620920572,107,16.0544099659289
"32189",89,284531.496854354,232688.620920572,108,28.2692931262806
"32489",89,284531.496854354,232688.620920572,109,21.0671582102247
"32789",89,284531.496854354,232688.620920572,110,15.9772508903189
"33089",89,284531.496854354,232688.620920572,111,7.72762369900681
"33389",89,284531.496854354,232688.620920572,112,29.4018462849593
"33689",89,284531.496854354,232688.620920572,113,12.3476451005241
"33989",89,284531.496854354,232688.620920572,114,12.5026090818092
"34289",89,284531.496854354,232688.620920572,115,44.7997228287602
"34589",89,284531.496854354,232688.620920572,116,22.5115423801024
"34889",89,284531.496854354,232688.620920572,117,67.948719437428
"35189",89,284531.496854354,232688.620920572,118,83.695909867435
"35489",89,284531.496854354,232688.620920572,119,141.08455009631
"35789",89,284531.496854354,232688.620920572,120,129.774568445858
"90",90,252300.01769595,286037.77759287,1,235.233840512932
"390",90,252300.01769595,286037.77759287,2,214.292590011875
"690",90,252300.01769595,286037.77759287,3,178.494764475905
"990",90,252300.01769595,286037.77759287,4,82.8647116556691
"1290",90,252300.01769595,286037.77759287,5,42.175318018412
"1590",90,252300.01769595,286037.77759287,6,59.2692162793553
"1890",90,252300.01769595,286037.77759287,7,89.3561785956665
"2190",90,252300.01769595,286037.77759287,8,82.6109839663759
"2490",90,252300.01769595,286037.77759287,9,40.2009849282047
"2790",90,252300.01769595,286037.77759287,10,37.0968194638969
"3090",90,252300.01769595,286037.77759287,11,14.364171286074
"3390",90,252300.01769595,286037.77759287,12,69.4846442011973
"3690",90,252300.01769595,286037.77759287,13,69.7003288403898
"3990",90,252300.01769595,286037.77759287,14,98.3623744326215
"4290",90,252300.01769595,286037.77759287,15,25.270005591628
"4590",90,252300.01769595,286037.77759287,16,40.0628414164332
"4890",90,252300.01769595,286037.77759287,17,91.7587849051293
"5190",90,252300.01769595,286037.77759287,18,153.02435405808
"5490",90,252300.01769595,286037.77759287,19,150.136370164071
"5790",90,252300.01769595,286037.77759287,20,137.012698338679
"6090",90,252300.01769595,286037.77759287,21,86.1746621717386
"6390",90,252300.01769595,286037.77759287,22,62.6117327424042
"6690",90,252300.01769595,286037.77759287,23,54.9060324536086
"6990",90,252300.01769595,286037.77759287,24,56.585708929522
"7290",90,252300.01769595,286037.77759287,25,28.2638435171519
"7590",90,252300.01769595,286037.77759287,26,43.9073135720605
"7890",90,252300.01769595,286037.77759287,27,34.2554873749226
"8190",90,252300.01769595,286037.77759287,28,98.3005435263907
"8490",90,252300.01769595,286037.77759287,29,51.517863320199
"8790",90,252300.01769595,286037.77759287,30,125.587086161473
"9090",90,252300.01769595,286037.77759287,31,77.2516729635563
"9390",90,252300.01769595,286037.77759287,32,52.7458932336939
"9690",90,252300.01769595,286037.77759287,33,77.1702930849363
"9990",90,252300.01769595,286037.77759287,34,35.7498256533346
"10290",90,252300.01769595,286037.77759287,35,50.5112507734098
"10590",90,252300.01769595,286037.77759287,36,67.2863575700836
"10890",90,252300.01769595,286037.77759287,37,68.5997807742708
"11190",90,252300.01769595,286037.77759287,38,143.837693828593
"11490",90,252300.01769595,286037.77759287,39,108.944450201963
"11790",90,252300.01769595,286037.77759287,40,78.1705102203077
"12090",90,252300.01769595,286037.77759287,41,79.5366842325856
"12390",90,252300.01769595,286037.77759287,42,61.0596733588827
"12690",90,252300.01769595,286037.77759287,43,40.0690657877532
"12990",90,252300.01769595,286037.77759287,44,25.2645967280494
"13290",90,252300.01769595,286037.77759287,45,63.9876822359535
"13590",90,252300.01769595,286037.77759287,46,138.459498336682
"13890",90,252300.01769595,286037.77759287,47,50.4863901999572
"14190",90,252300.01769595,286037.77759287,48,74.5593573068257
"14490",90,252300.01769595,286037.77759287,49,86.0753534677096
"14790",90,252300.01769595,286037.77759287,50,50.6963249018466
"15090",90,252300.01769595,286037.77759287,51,28.7116464765539
"15390",90,252300.01769595,286037.77759287,52,89.3912685174859
"15690",90,252300.01769595,286037.77759287,53,62.976249226267
"15990",90,252300.01769595,286037.77759287,54,96.4155822592697
"16290",90,252300.01769595,286037.77759287,55,63.0909000203353
"16590",90,252300.01769595,286037.77759287,56,32.8260965492972
"16890",90,252300.01769595,286037.77759287,57,51.1007155145351
"17190",90,252300.01769595,286037.77759287,58,40.5197854695144
"17490",90,252300.01769595,286037.77759287,59,30.3442754315366
"17790",90,252300.01769595,286037.77759287,60,7.97397952248358
"18090",90,252300.01769595,286037.77759287,61,25.1691738355639
"18390",90,252300.01769595,286037.77759287,62,16.4272751397882
"18690",90,252300.01769595,286037.77759287,63,19.1997060448372
"18990",90,252300.01769595,286037.77759287,64,27.1653020889596
"19290",90,252300.01769595,286037.77759287,65,44.9238712153688
"19590",90,252300.01769595,286037.77759287,66,28.6576443791684
"19890",90,252300.01769595,286037.77759287,67,33.7082124019841
"20190",90,252300.01769595,286037.77759287,68,97.8741264274256
"20490",90,252300.01769595,286037.77759287,69,91.673368640855
"20790",90,252300.01769595,286037.77759287,70,103.268283168393
"21090",90,252300.01769595,286037.77759287,71,150.115674194733
"21390",90,252300.01769595,286037.77759287,72,135.864938466602
"21690",90,252300.01769595,286037.77759287,73,166.358198382001
"21990",90,252300.01769595,286037.77759287,74,109.587196807131
"22290",90,252300.01769595,286037.77759287,75,91.5194049640052
"22590",90,252300.01769595,286037.77759287,76,47.5677465233734
"22890",90,252300.01769595,286037.77759287,77,40.5962412271487
"23190",90,252300.01769595,286037.77759287,78,82.3925006934868
"23490",90,252300.01769595,286037.77759287,79,164.757251719769
"23790",90,252300.01769595,286037.77759287,80,93.5675017859601
"24090",90,252300.01769595,286037.77759287,81,73.4913682986767
"24390",90,252300.01769595,286037.77759287,82,113.480595471937
"24690",90,252300.01769595,286037.77759287,83,52.7527790964549
"24990",90,252300.01769595,286037.77759287,84,42.6735193579887
"25290",90,252300.01769595,286037.77759287,85,132.927224756866
"25590",90,252300.01769595,286037.77759287,86,138.845456795493
"25890",90,252300.01769595,286037.77759287,87,89.1060113683318
"26190",90,252300.01769595,286037.77759287,88,101.008237688294
"26490",90,252300.01769595,286037.77759287,89,79.9538993213521
"26790",90,252300.01769595,286037.77759287,90,83.1531210319629
"27090",90,252300.01769595,286037.77759287,91,43.7955107253105
"27390",90,252300.01769595,286037.77759287,92,96.6020072701493
"27690",90,252300.01769595,286037.77759287,93,99.1217510347595
"27990",90,252300.01769595,286037.77759287,94,167.670120881363
"28290",90,252300.01769595,286037.77759287,95,245.141594915334
"28590",90,252300.01769595,286037.77759287,96,151.993027733335
"28890",90,252300.01769595,286037.77759287,97,204.426082711411
"29190",90,252300.01769595,286037.77759287,98,176.750804749407
"29490",90,252300.01769595,286037.77759287,99,135.878863958023
"29790",90,252300.01769595,286037.77759287,100,119.619286875975
"30090",90,252300.01769595,286037.77759287,101,111.487477939684
"30390",90,252300.01769595,286037.77759287,102,108.322405985942
"30690",90,252300.01769595,286037.77759287,103,122.196045546482
"30990",90,252300.01769595,286037.77759287,104,157.395176181355
"31290",90,252300.01769595,286037.77759287,105,93.7868359418857
"31590",90,252300.01769595,286037.77759287,106,82.6947721458389
"31890",90,252300.01769595,286037.77759287,107,28.9074175476205
"32190",90,252300.01769595,286037.77759287,108,32.8877674528742
"32490",90,252300.01769595,286037.77759287,109,17.3050252642002
"32790",90,252300.01769595,286037.77759287,110,22.9259007237149
"33090",90,252300.01769595,286037.77759287,111,4.13993733913468
"33390",90,252300.01769595,286037.77759287,112,13.9961609879826
"33690",90,252300.01769595,286037.77759287,113,15.1064969784762
"33990",90,252300.01769595,286037.77759287,114,15.5774490205162
"34290",90,252300.01769595,286037.77759287,115,84.0192301386442
"34590",90,252300.01769595,286037.77759287,116,48.8771161910109
"34890",90,252300.01769595,286037.77759287,117,108.260763342943
"35190",90,252300.01769595,286037.77759287,118,164.332001579703
"35490",90,252300.01769595,286037.77759287,119,187.446178543169
"35790",90,252300.01769595,286037.77759287,120,213.169592170854
"91",91,249671.350231716,218071.642122667,1,181.527678052866
"391",91,249671.350231716,218071.642122667,2,228.28734774028
"691",91,249671.350231716,218071.642122667,3,197.168148755526
"991",91,249671.350231716,218071.642122667,4,142.280374952135
"1291",91,249671.350231716,218071.642122667,5,56.159327186469
"1591",91,249671.350231716,218071.642122667,6,61.2108567381682
"1891",91,249671.350231716,218071.642122667,7,68.1044394834691
"2191",91,249671.350231716,218071.642122667,8,46.461131066958
"2491",91,249671.350231716,218071.642122667,9,17.7657124140167
"2791",91,249671.350231716,218071.642122667,10,16.2070459517207
"3091",91,249671.350231716,218071.642122667,11,12.0744018054775
"3391",91,249671.350231716,218071.642122667,12,92.4844426197121
"3691",91,249671.350231716,218071.642122667,13,89.9141718418562
"3991",91,249671.350231716,218071.642122667,14,85.7590727965379
"4291",91,249671.350231716,218071.642122667,15,28.2703154350337
"4591",91,249671.350231716,218071.642122667,16,49.5724953700024
"4891",91,249671.350231716,218071.642122667,17,76.3919023184296
"5191",91,249671.350231716,218071.642122667,18,144.889911520223
"5491",91,249671.350231716,218071.642122667,19,126.819273241124
"5791",91,249671.350231716,218071.642122667,20,151.348841503234
"6091",91,249671.350231716,218071.642122667,21,73.4618946953305
"6391",91,249671.350231716,218071.642122667,22,68.5830420660059
"6691",91,249671.350231716,218071.642122667,23,84.2082855440225
"6991",91,249671.350231716,218071.642122667,24,80.1509296089439
"7291",91,249671.350231716,218071.642122667,25,43.8596780668855
"7591",91,249671.350231716,218071.642122667,26,63.4175858379963
"7891",91,249671.350231716,218071.642122667,27,38.391608803141
"8191",91,249671.350231716,218071.642122667,28,85.2737460566315
"8491",91,249671.350231716,218071.642122667,29,62.9879875870504
"8791",91,249671.350231716,218071.642122667,30,118.448419464537
"9091",91,249671.350231716,218071.642122667,31,76.2808442658828
"9391",91,249671.350231716,218071.642122667,32,45.5399224969514
"9691",91,249671.350231716,218071.642122667,33,72.6295569514535
"9991",91,249671.350231716,218071.642122667,34,45.8355152009765
"10291",91,249671.350231716,218071.642122667,35,78.527048634526
"10591",91,249671.350231716,218071.642122667,36,127.357107659369
"10891",91,249671.350231716,218071.642122667,37,72.2203907145271
"11191",91,249671.350231716,218071.642122667,38,99.7570027705473
"11491",91,249671.350231716,218071.642122667,39,103.318511629172
"11791",91,249671.350231716,218071.642122667,40,92.1872486198794
"12091",91,249671.350231716,218071.642122667,41,104.181627389466
"12391",91,249671.350231716,218071.642122667,42,59.0847893529032
"12691",91,249671.350231716,218071.642122667,43,62.0869152222268
"12991",91,249671.350231716,218071.642122667,44,44.6261965768952
"13291",91,249671.350231716,218071.642122667,45,71.1852933758144
"13591",91,249671.350231716,218071.642122667,46,131.499066084148
"13891",91,249671.350231716,218071.642122667,47,54.0165144368374
"14191",91,249671.350231716,218071.642122667,48,68.6501662190911
"14491",91,249671.350231716,218071.642122667,49,72.8621553897808
"14791",91,249671.350231716,218071.642122667,50,25.4743823236991
"15091",91,249671.350231716,218071.642122667,51,22.7538623715849
"15391",91,249671.350231716,218071.642122667,52,76.2964318479557
"15691",91,249671.350231716,218071.642122667,53,41.6565280641842
"15991",91,249671.350231716,218071.642122667,54,115.797160458789
"16291",91,249671.350231716,218071.642122667,55,102.441435839611
"16591",91,249671.350231716,218071.642122667,56,47.5642916551682
"16891",91,249671.350231716,218071.642122667,57,109.07048822467
"17191",91,249671.350231716,218071.642122667,58,107.862560922666
"17491",91,249671.350231716,218071.642122667,59,106.416177334731
"17791",91,249671.350231716,218071.642122667,60,73.8332693828945
"18091",91,249671.350231716,218071.642122667,61,67.2398335848531
"18391",91,249671.350231716,218071.642122667,62,57.2017325056412
"18691",91,249671.350231716,218071.642122667,63,53.7464742592191
"18991",91,249671.350231716,218071.642122667,64,41.1116254414973
"19291",91,249671.350231716,218071.642122667,65,85.7274877636474
"19591",91,249671.350231716,218071.642122667,66,66.6695339358696
"19891",91,249671.350231716,218071.642122667,67,56.5457049357823
"20191",91,249671.350231716,218071.642122667,68,131.54185279749
"20491",91,249671.350231716,218071.642122667,69,114.253207302774
"20791",91,249671.350231716,218071.642122667,70,115.453694310281
"21091",91,249671.350231716,218071.642122667,71,135.530992567909
"21391",91,249671.350231716,218071.642122667,72,105.754193642783
"21691",91,249671.350231716,218071.642122667,73,115.637058092491
"21991",91,249671.350231716,218071.642122667,74,88.3531842667282
"22291",91,249671.350231716,218071.642122667,75,54.829907405547
"22591",91,249671.350231716,218071.642122667,76,19.4671225513738
"22891",91,249671.350231716,218071.642122667,77,29.1277153263216
"23191",91,249671.350231716,218071.642122667,78,114.332753065125
"23491",91,249671.350231716,218071.642122667,79,184.530125011691
"23791",91,249671.350231716,218071.642122667,80,163.009133348263
"24091",91,249671.350231716,218071.642122667,81,112.875793067411
"24391",91,249671.350231716,218071.642122667,82,156.079973797764
"24691",91,249671.350231716,218071.642122667,83,78.7338670727582
"24991",91,249671.350231716,218071.642122667,84,83.8586305552188
"25291",91,249671.350231716,218071.642122667,85,131.639178911117
"25591",91,249671.350231716,218071.642122667,86,148.422698692947
"25891",91,249671.350231716,218071.642122667,87,122.600633801619
"26191",91,249671.350231716,218071.642122667,88,123.954513220424
"26491",91,249671.350231716,218071.642122667,89,86.8219538092563
"26791",91,249671.350231716,218071.642122667,90,90.1325502338163
"27091",91,249671.350231716,218071.642122667,91,49.0930270081041
"27391",91,249671.350231716,218071.642122667,92,106.981584903072
"27691",91,249671.350231716,218071.642122667,93,99.0080524709003
"27991",91,249671.350231716,218071.642122667,94,176.391977098275
"28291",91,249671.350231716,218071.642122667,95,222.855952869953
"28591",91,249671.350231716,218071.642122667,96,118.831275763702
"28891",91,249671.350231716,218071.642122667,97,188.788428790614
"29191",91,249671.350231716,218071.642122667,98,175.412895449497
"29491",91,249671.350231716,218071.642122667,99,177.48577697881
"29791",91,249671.350231716,218071.642122667,100,119.767459198856
"30091",91,249671.350231716,218071.642122667,101,130.122861866586
"30391",91,249671.350231716,218071.642122667,102,137.441977453091
"30691",91,249671.350231716,218071.642122667,103,104.196153440246
"30991",91,249671.350231716,218071.642122667,104,145.925609125048
"31291",91,249671.350231716,218071.642122667,105,72.1800889882698
"31591",91,249671.350231716,218071.642122667,106,91.3665137011481
"31891",91,249671.350231716,218071.642122667,107,23.2281123555947
"32191",91,249671.350231716,218071.642122667,108,21.740672146836
"32491",91,249671.350231716,218071.642122667,109,19.2132990033558
"32791",91,249671.350231716,218071.642122667,110,24.7100650774104
"33091",91,249671.350231716,218071.642122667,111,2.40536628819457
"33391",91,249671.350231716,218071.642122667,112,28.9657233161511
"33691",91,249671.350231716,218071.642122667,113,21.4972252318319
"33991",91,249671.350231716,218071.642122667,114,32.51928291443
"34291",91,249671.350231716,218071.642122667,115,85.4829978614516
"34591",91,249671.350231716,218071.642122667,116,54.9443066778121
"34891",91,249671.350231716,218071.642122667,117,114.650037887483
"35191",91,249671.350231716,218071.642122667,118,128.133398050662
"35491",91,249671.350231716,218071.642122667,119,166.007020199989
"35791",91,249671.350231716,218071.642122667,120,164.576103896697
"92",92,319196.522204757,438317.800198681,1,184.533256507753
"392",92,319196.522204757,438317.800198681,2,194.837144742138
"692",92,319196.522204757,438317.800198681,3,141.295595409044
"992",92,319196.522204757,438317.800198681,4,89.5414462718808
"1292",92,319196.522204757,438317.800198681,5,61.1770673923501
"1592",92,319196.522204757,438317.800198681,6,68.9420601757605
"1892",92,319196.522204757,438317.800198681,7,123.601088714306
"2192",92,319196.522204757,438317.800198681,8,120.432968900151
"2492",92,319196.522204757,438317.800198681,9,26.9312641418324
"2792",92,319196.522204757,438317.800198681,10,27.1925577349644
"3092",92,319196.522204757,438317.800198681,11,19.821765596411
"3392",92,319196.522204757,438317.800198681,12,91.2197705231143
"3692",92,319196.522204757,438317.800198681,13,103.220555849018
"3992",92,319196.522204757,438317.800198681,14,120.611124356334
"4292",92,319196.522204757,438317.800198681,15,57.6962036865105
"4592",92,319196.522204757,438317.800198681,16,73.9780362010532
"4892",92,319196.522204757,438317.800198681,17,127.166393538353
"5192",92,319196.522204757,438317.800198681,18,173.652222507106
"5492",92,319196.522204757,438317.800198681,19,167.508691855914
"5792",92,319196.522204757,438317.800198681,20,171.4586190579
"6092",92,319196.522204757,438317.800198681,21,176.211388924874
"6392",92,319196.522204757,438317.800198681,22,130.11694383242
"6692",92,319196.522204757,438317.800198681,23,85.1262125987609
"6992",92,319196.522204757,438317.800198681,24,54.0769677082575
"7292",92,319196.522204757,438317.800198681,25,23.3917515050213
"7592",92,319196.522204757,438317.800198681,26,57.0982641423854
"7892",92,319196.522204757,438317.800198681,27,25.9208829918343
"8192",92,319196.522204757,438317.800198681,28,54.2349131288723
"8492",92,319196.522204757,438317.800198681,29,40.1663034512026
"8792",92,319196.522204757,438317.800198681,30,62.2152677552988
"9092",92,319196.522204757,438317.800198681,31,60.2407544876677
"9392",92,319196.522204757,438317.800198681,32,27.6681525326886
"9692",92,319196.522204757,438317.800198681,33,94.7247746027557
"9992",92,319196.522204757,438317.800198681,34,37.2210955896268
"10292",92,319196.522204757,438317.800198681,35,149.791382164112
"10592",92,319196.522204757,438317.800198681,36,104.018449325586
"10892",92,319196.522204757,438317.800198681,37,114.813431884609
"11192",92,319196.522204757,438317.800198681,38,151.126714177102
"11492",92,319196.522204757,438317.800198681,39,123.027001940598
"11792",92,319196.522204757,438317.800198681,40,63.650218772704
"12092",92,319196.522204757,438317.800198681,41,50.9896354020217
"12392",92,319196.522204757,438317.800198681,42,28.0519156093279
"12692",92,319196.522204757,438317.800198681,43,6.42298565982407
"12992",92,319196.522204757,438317.800198681,44,26.8369999799512
"13292",92,319196.522204757,438317.800198681,45,86.1433384170358
"13592",92,319196.522204757,438317.800198681,46,130.057637560788
"13892",92,319196.522204757,438317.800198681,47,88.4074440177367
"14192",92,319196.522204757,438317.800198681,48,71.2946071652205
"14492",92,319196.522204757,438317.800198681,49,76.2636999878769
"14792",92,319196.522204757,438317.800198681,50,39.2857902374161
"15092",92,319196.522204757,438317.800198681,51,7.67096527751934
"15392",92,319196.522204757,438317.800198681,52,69.5278167170596
"15692",92,319196.522204757,438317.800198681,53,58.5605525377903
"15992",92,319196.522204757,438317.800198681,54,88.7034821086845
"16292",92,319196.522204757,438317.800198681,55,50.3803685576337
"16592",92,319196.522204757,438317.800198681,56,44.9963580455334
"16892",92,319196.522204757,438317.800198681,57,60.3456272749534
"17192",92,319196.522204757,438317.800198681,58,69.1224073585927
"17492",92,319196.522204757,438317.800198681,59,42.9207943478927
"17792",92,319196.522204757,438317.800198681,60,35.8522008246001
"18092",92,319196.522204757,438317.800198681,61,32.2854182277233
"18392",92,319196.522204757,438317.800198681,62,33.7665548170278
"18692",92,319196.522204757,438317.800198681,63,35.3955141617407
"18992",92,319196.522204757,438317.800198681,64,43.2830719844124
"19292",92,319196.522204757,438317.800198681,65,69.3713239578849
"19592",92,319196.522204757,438317.800198681,66,41.3211397329149
"19892",92,319196.522204757,438317.800198681,67,44.3560293086728
"20192",92,319196.522204757,438317.800198681,68,93.9632543553158
"20492",92,319196.522204757,438317.800198681,69,126.325044527913
"20792",92,319196.522204757,438317.800198681,70,113.456056800423
"21092",92,319196.522204757,438317.800198681,71,107.539073851077
"21392",92,319196.522204757,438317.800198681,72,115.505441945016
"21692",92,319196.522204757,438317.800198681,73,129.644865573552
"21992",92,319196.522204757,438317.800198681,74,89.8399279209887
"22292",92,319196.522204757,438317.800198681,75,61.8102050045207
"22592",92,319196.522204757,438317.800198681,76,27.4843936610451
"22892",92,319196.522204757,438317.800198681,77,32.186174793802
"23192",92,319196.522204757,438317.800198681,78,67.1822891129395
"23492",92,319196.522204757,438317.800198681,79,124.493046087742
"23792",92,319196.522204757,438317.800198681,80,104.055551248286
"24092",92,319196.522204757,438317.800198681,81,86.8532721752573
"24392",92,319196.522204757,438317.800198681,82,100.796773266583
"24692",92,319196.522204757,438317.800198681,83,55.7102520395331
"24992",92,319196.522204757,438317.800198681,84,52.7951357585419
"25292",92,319196.522204757,438317.800198681,85,133.067078319727
"25592",92,319196.522204757,438317.800198681,86,134.129878999888
"25892",92,319196.522204757,438317.800198681,87,105.264314503654
"26192",92,319196.522204757,438317.800198681,88,103.169090274405
"26492",92,319196.522204757,438317.800198681,89,84.681614913638
"26792",92,319196.522204757,438317.800198681,90,64.3170648679463
"27092",92,319196.522204757,438317.800198681,91,41.978292046103
"27392",92,319196.522204757,438317.800198681,92,110.996930067621
"27692",92,319196.522204757,438317.800198681,93,132.205268845273
"27992",92,319196.522204757,438317.800198681,94,198.124587677574
"28292",92,319196.522204757,438317.800198681,95,227.807361072022
"28592",92,319196.522204757,438317.800198681,96,124.94255674096
"28892",92,319196.522204757,438317.800198681,97,155.975445583967
"29192",92,319196.522204757,438317.800198681,98,163.471649916581
"29492",92,319196.522204757,438317.800198681,99,121.132158559427
"29792",92,319196.522204757,438317.800198681,100,67.3805733543883
"30092",92,319196.522204757,438317.800198681,101,70.3479162116029
"30392",92,319196.522204757,438317.800198681,102,79.7635568237771
"30692",92,319196.522204757,438317.800198681,103,81.2883920373702
"30992",92,319196.522204757,438317.800198681,104,113.224746601634
"31292",92,319196.522204757,438317.800198681,105,82.8683237138287
"31592",92,319196.522204757,438317.800198681,106,83.7564346686868
"31892",92,319196.522204757,438317.800198681,107,43.6179306739208
"32192",92,319196.522204757,438317.800198681,108,21.6473937019807
"32492",92,319196.522204757,438317.800198681,109,29.8573006009361
"32792",92,319196.522204757,438317.800198681,110,34.07503349025
"33092",92,319196.522204757,438317.800198681,111,10.2369530224124
"33392",92,319196.522204757,438317.800198681,112,11.2940254457105
"33692",92,319196.522204757,438317.800198681,113,8.62646503462115
"33992",92,319196.522204757,438317.800198681,114,19.0430223493988
"34292",92,319196.522204757,438317.800198681,115,73.8671011807347
"34592",92,319196.522204757,438317.800198681,116,30.6377581183737
"34892",92,319196.522204757,438317.800198681,117,90.5480162701196
"35192",92,319196.522204757,438317.800198681,118,135.673745416513
"35492",92,319196.522204757,438317.800198681,119,218.997134420282
"35792",92,319196.522204757,438317.800198681,120,247.926563273184
"93",93,149577.311419117,232970.350637903,1,210.717046195353
"393",93,149577.311419117,232970.350637903,2,248.215645850093
"693",93,149577.311419117,232970.350637903,3,202.489809150781
"993",93,149577.311419117,232970.350637903,4,121.032299901149
"1293",93,149577.311419117,232970.350637903,5,69.9121113518422
"1593",93,149577.311419117,232970.350637903,6,98.8635018559077
"1893",93,149577.311419117,232970.350637903,7,112.026469134066
"2193",93,149577.311419117,232970.350637903,8,147.069548415818
"2493",93,149577.311419117,232970.350637903,9,52.4148104753638
"2793",93,149577.311419117,232970.350637903,10,30.6183049256107
"3093",93,149577.311419117,232970.350637903,11,10.4967472184831
"3393",93,149577.311419117,232970.350637903,12,69.7347893923876
"3693",93,149577.311419117,232970.350637903,13,93.0571219274719
"3993",93,149577.311419117,232970.350637903,14,113.715813753032
"4293",93,149577.311419117,232970.350637903,15,41.2248671916347
"4593",93,149577.311419117,232970.350637903,16,62.4913355083087
"4893",93,149577.311419117,232970.350637903,17,166.749495746575
"5193",93,149577.311419117,232970.350637903,18,199.499492569846
"5493",93,149577.311419117,232970.350637903,19,153.154370834522
"5793",93,149577.311419117,232970.350637903,20,155.152367399044
"6093",93,149577.311419117,232970.350637903,21,105.027557776643
"6393",93,149577.311419117,232970.350637903,22,75.1799181953224
"6693",93,149577.311419117,232970.350637903,23,74.5491143609526
"6993",93,149577.311419117,232970.350637903,24,68.046259337561
"7293",93,149577.311419117,232970.350637903,25,35.9346813492676
"7593",93,149577.311419117,232970.350637903,26,82.9288362363899
"7893",93,149577.311419117,232970.350637903,27,65.1213525554584
"8193",93,149577.311419117,232970.350637903,28,126.553501821604
"8493",93,149577.311419117,232970.350637903,29,86.3643215646527
"8793",93,149577.311419117,232970.350637903,30,118.975703992733
"9093",93,149577.311419117,232970.350637903,31,59.9075931052633
"9393",93,149577.311419117,232970.350637903,32,36.7435375039409
"9693",93,149577.311419117,232970.350637903,33,69.0688892471288
"9993",93,149577.311419117,232970.350637903,34,69.210547955099
"10293",93,149577.311419117,232970.350637903,35,96.1709425993604
"10593",93,149577.311419117,232970.350637903,36,128.60149126478
"10893",93,149577.311419117,232970.350637903,37,88.2170586700454
"11193",93,149577.311419117,232970.350637903,38,139.30213900815
"11493",93,149577.311419117,232970.350637903,39,116.180389810123
"11793",93,149577.311419117,232970.350637903,40,100.1227863329
"12093",93,149577.311419117,232970.350637903,41,106.207952346014
"12393",93,149577.311419117,232970.350637903,42,66.2938577217375
"12693",93,149577.311419117,232970.350637903,43,37.610442226034
"12993",93,149577.311419117,232970.350637903,44,63.5018192297046
"13293",93,149577.311419117,232970.350637903,45,93.2343264087097
"13593",93,149577.311419117,232970.350637903,46,138.196555292805
"13893",93,149577.311419117,232970.350637903,47,69.9600280741856
